treatment_class,treatment,orig_var,variable,value,replacement
MappedCodeTransform,prevalence_code,v_618,v_618_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_618,v_618_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_618,v_618_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_618,v_618_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2333,v_2333_impact_code,a,0.0011449195957472331
MappedCodeTransform,impact_code,v_2333,v_2333_impact_code,b,-0.0013868129563027157
MappedCodeTransform,deviation_code,v_2333,v_2333_deviation_code,a,1.5142203815987507
MappedCodeTransform,deviation_code,v_2333,v_2333_deviation_code,b,1.3679321677411493
MappedCodeTransform,prevalence_code,v_2333,v_2333_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_2333,v_2333_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_2333,v_2333_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2333,v_2333_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4625,v_4625_impact_code,a,0.118431950293363
MappedCodeTransform,impact_code,v_4625,v_4625_impact_code,b,-0.08421864352212742
MappedCodeTransform,deviation_code,v_4625,v_4625_deviation_code,a,1.10525674921033
MappedCodeTransform,deviation_code,v_4625,v_4625_deviation_code,b,1.6961100221571046
MappedCodeTransform,prevalence_code,v_4625,v_4625_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_4625,v_4625_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_4625,v_4625_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4625,v_4625_lev_b,b,1.0
MappedCodeTransform,impact_code,v_798,v_798_impact_code,a,-0.000270630188624921
MappedCodeTransform,impact_code,v_798,v_798_impact_code,b,0.00022358716529668815
MappedCodeTransform,deviation_code,v_798,v_798_deviation_code,a,1.3797095043409626
MappedCodeTransform,deviation_code,v_798,v_798_deviation_code,b,1.5235382049285935
MappedCodeTransform,prevalence_code,v_798,v_798_prevalence_code,a,0.58
MappedCodeTransform,prevalence_code,v_798,v_798_prevalence_code,b,0.42
IndicatorCodeTransform,indicator_code,v_798,v_798_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_798,v_798_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2696,v_2696_impact_code,a,0.2085579137170579
MappedCodeTransform,impact_code,v_2696,v_2696_impact_code,b,-0.21591225040258044
MappedCodeTransform,deviation_code,v_2696,v_2696_deviation_code,a,1.3712866274248896
MappedCodeTransform,deviation_code,v_2696,v_2696_deviation_code,b,1.461793941091363
MappedCodeTransform,prevalence_code,v_2696,v_2696_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_2696,v_2696_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_2696,v_2696_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2696,v_2696_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1961,v_1961_impact_code,a,0.009058156388348212
MappedCodeTransform,impact_code,v_1961,v_1961_impact_code,b,-0.014870043818668487
MappedCodeTransform,deviation_code,v_1961,v_1961_deviation_code,a,1.6045263519121875
MappedCodeTransform,deviation_code,v_1961,v_1961_deviation_code,b,1.2085094763919582
MappedCodeTransform,prevalence_code,v_1961,v_1961_prevalence_code,a,0.55
MappedCodeTransform,prevalence_code,v_1961,v_1961_prevalence_code,b,0.45
IndicatorCodeTransform,indicator_code,v_1961,v_1961_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1961,v_1961_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2316,v_2316_impact_code,a,0.048042078695182164
MappedCodeTransform,impact_code,v_2316,v_2316_impact_code,b,-0.039529335774661674
MappedCodeTransform,deviation_code,v_2316,v_2316_deviation_code,a,1.2978034776989205
MappedCodeTransform,deviation_code,v_2316,v_2316_deviation_code,b,1.579906422646843
MappedCodeTransform,prevalence_code,v_2316,v_2316_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_2316,v_2316_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_2316,v_2316_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2316,v_2316_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3945,v_3945_impact_code,a,0.005781556090840028
MappedCodeTransform,impact_code,v_3945,v_3945_impact_code,b,-0.007395273737418142
MappedCodeTransform,deviation_code,v_3945,v_3945_deviation_code,a,1.550626922070466
MappedCodeTransform,deviation_code,v_3945,v_3945_deviation_code,b,1.3360131771243429
MappedCodeTransform,prevalence_code,v_3945,v_3945_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_3945,v_3945_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_3945,v_3945_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3945,v_3945_lev_a,a,1.0
MappedCodeTransform,impact_code,v_993,v_993_impact_code,a,-0.009454261878381606
MappedCodeTransform,impact_code,v_993,v_993_impact_code,b,0.009170407437872553
MappedCodeTransform,deviation_code,v_993,v_993_deviation_code,a,1.4480079850284127
MappedCodeTransform,deviation_code,v_993,v_993_deviation_code,b,1.4349636735017972
MappedCodeTransform,prevalence_code,v_993,v_993_prevalence_code,a,0.42
MappedCodeTransform,prevalence_code,v_993,v_993_prevalence_code,b,0.58
IndicatorCodeTransform,indicator_code,v_993,v_993_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_993,v_993_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3103,v_3103_impact_code,a,-0.0003673402699205389
MappedCodeTransform,impact_code,v_3103,v_3103_impact_code,b,0.0003511798573172949
MappedCodeTransform,deviation_code,v_3103,v_3103_deviation_code,a,1.4268032432244515
MappedCodeTransform,deviation_code,v_3103,v_3103_deviation_code,b,1.4628073067194114
MappedCodeTransform,prevalence_code,v_3103,v_3103_prevalence_code,a,0.59
MappedCodeTransform,prevalence_code,v_3103,v_3103_prevalence_code,b,0.41
IndicatorCodeTransform,indicator_code,v_3103,v_3103_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3103,v_3103_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3940,v_3940_impact_code,a,0.07798173888950623
MappedCodeTransform,impact_code,v_3940,v_3940_impact_code,b,-0.0817649138533363
MappedCodeTransform,deviation_code,v_3940,v_3940_deviation_code,a,1.4228759648311498
MappedCodeTransform,deviation_code,v_3940,v_3940_deviation_code,b,1.4454701625976756
MappedCodeTransform,prevalence_code,v_3940,v_3940_prevalence_code,a,0.53
MappedCodeTransform,prevalence_code,v_3940,v_3940_prevalence_code,b,0.47
IndicatorCodeTransform,indicator_code,v_3940,v_3940_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3940,v_3940_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1672,v_1672_impact_code,a,0.0152829844939469
MappedCodeTransform,impact_code,v_1672,v_1672_impact_code,b,-0.009861978257565285
MappedCodeTransform,deviation_code,v_1672,v_1672_deviation_code,a,1.236009262577307
MappedCodeTransform,deviation_code,v_1672,v_1672_deviation_code,b,1.5991896693756882
MappedCodeTransform,prevalence_code,v_1672,v_1672_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_1672,v_1672_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_1672,v_1672_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1672,v_1672_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2080,v_2080_impact_code,a,-0.09642713480688733
MappedCodeTransform,impact_code,v_2080,v_2080_impact_code,b,0.14565035739313864
MappedCodeTransform,deviation_code,v_2080,v_2080_deviation_code,a,1.4819469896599418
MappedCodeTransform,deviation_code,v_2080,v_2080_deviation_code,b,1.334172161570445
MappedCodeTransform,prevalence_code,v_2080,v_2080_prevalence_code,a,0.63
MappedCodeTransform,prevalence_code,v_2080,v_2080_prevalence_code,b,0.37
IndicatorCodeTransform,indicator_code,v_2080,v_2080_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2080,v_2080_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2780,v_2780_impact_code,a,-0.0234207249883029
MappedCodeTransform,impact_code,v_2780,v_2780_impact_code,b,0.03598933791495247
MappedCodeTransform,deviation_code,v_2780,v_2780_deviation_code,a,1.5705506673621836
MappedCodeTransform,deviation_code,v_2780,v_2780_deviation_code,b,1.2320387270647912
MappedCodeTransform,prevalence_code,v_2780,v_2780_prevalence_code,a,0.58
MappedCodeTransform,prevalence_code,v_2780,v_2780_prevalence_code,b,0.42
IndicatorCodeTransform,indicator_code,v_2780,v_2780_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2780,v_2780_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1352,v_1352_impact_code,a,-0.0015017715115616683
MappedCodeTransform,impact_code,v_1352,v_1352_impact_code,b,0.0007926935279265277
MappedCodeTransform,deviation_code,v_1352,v_1352_deviation_code,a,1.1752068009383725
MappedCodeTransform,deviation_code,v_1352,v_1352_deviation_code,b,1.641411505013629
MappedCodeTransform,prevalence_code,v_1352,v_1352_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_1352,v_1352_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_1352,v_1352_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1352,v_1352_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4943,v_4943_impact_code,a,0.0013563103101899743
MappedCodeTransform,impact_code,v_4943,v_4943_impact_code,b,-0.0015520703784098508
MappedCodeTransform,deviation_code,v_4943,v_4943_deviation_code,a,1.5001234539869548
MappedCodeTransform,deviation_code,v_4943,v_4943_deviation_code,b,1.3917317615563556
MappedCodeTransform,prevalence_code,v_4943,v_4943_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_4943,v_4943_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_4943,v_4943_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4943,v_4943_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2692,v_2692_impact_code,a,-0.043843939058277416
MappedCodeTransform,impact_code,v_2692,v_2692_impact_code,b,0.05620359411698953
MappedCodeTransform,deviation_code,v_2692,v_2692_deviation_code,a,1.5044550393144673
MappedCodeTransform,deviation_code,v_2692,v_2692_deviation_code,b,1.3409216233170405
MappedCodeTransform,prevalence_code,v_2692,v_2692_prevalence_code,a,0.57
MappedCodeTransform,prevalence_code,v_2692,v_2692_prevalence_code,b,0.43
IndicatorCodeTransform,indicator_code,v_2692,v_2692_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2692,v_2692_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2423,v_2423_impact_code,a,-0.005882484911991293
MappedCodeTransform,impact_code,v_2423,v_2423_impact_code,b,0.0048170421319700995
MappedCodeTransform,deviation_code,v_2423,v_2423_deviation_code,a,1.3577358314024994
MappedCodeTransform,deviation_code,v_2423,v_2423_deviation_code,b,1.5330279254975416
MappedCodeTransform,prevalence_code,v_2423,v_2423_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_2423,v_2423_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_2423,v_2423_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2423,v_2423_lev_b,b,1.0
MappedCodeTransform,impact_code,v_746,v_746_impact_code,a,0.0009089810555909048
MappedCodeTransform,impact_code,v_746,v_746_impact_code,b,-0.0010164495985214533
MappedCodeTransform,deviation_code,v_746,v_746_deviation_code,a,1.480525702852836
MappedCodeTransform,deviation_code,v_746,v_746_deviation_code,b,1.3979047799888844
MappedCodeTransform,prevalence_code,v_746,v_746_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_746,v_746_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_746,v_746_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_746,v_746_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4844,v_4844_impact_code,a,0.0012473171660176562
MappedCodeTransform,impact_code,v_4844,v_4844_impact_code,b,-0.0015799391321098498
MappedCodeTransform,deviation_code,v_4844,v_4844_deviation_code,a,1.5307775495307008
MappedCodeTransform,deviation_code,v_4844,v_4844_deviation_code,b,1.3500756981072601
MappedCodeTransform,prevalence_code,v_4844,v_4844_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_4844,v_4844_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_4844,v_4844_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_4844,v_4844_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2163,v_2163_impact_code,a,-0.000899590926304267
MappedCodeTransform,impact_code,v_2163,v_2163_impact_code,b,0.0006673913894706387
MappedCodeTransform,deviation_code,v_2163,v_2163_deviation_code,a,1.3292259410644212
MappedCodeTransform,deviation_code,v_2163,v_2163_deviation_code,b,1.5542330612475073
MappedCodeTransform,prevalence_code,v_2163,v_2163_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_2163,v_2163_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_2163,v_2163_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2163,v_2163_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4446,v_4446_impact_code,a,0.003789698109587079
MappedCodeTransform,impact_code,v_4446,v_4446_impact_code,b,-0.004247210048476689
MappedCodeTransform,deviation_code,v_4446,v_4446_deviation_code,a,1.4756182978294152
MappedCodeTransform,deviation_code,v_4446,v_4446_deviation_code,b,1.397447593069437
MappedCodeTransform,prevalence_code,v_4446,v_4446_prevalence_code,a,0.55
MappedCodeTransform,prevalence_code,v_4446,v_4446_prevalence_code,b,0.45
IndicatorCodeTransform,indicator_code,v_4446,v_4446_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4446,v_4446_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2239,v_2239_impact_code,a,-0.12069523031480991
MappedCodeTransform,impact_code,v_2239,v_2239_impact_code,b,0.14404917952613508
MappedCodeTransform,deviation_code,v_2239,v_2239_deviation_code,a,1.546839984898583
MappedCodeTransform,deviation_code,v_2239,v_2239_deviation_code,b,1.2857099592287506
MappedCodeTransform,prevalence_code,v_2239,v_2239_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_2239,v_2239_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_2239,v_2239_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2239,v_2239_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3707,v_3707_impact_code,a,0.007405137876458933
MappedCodeTransform,impact_code,v_3707,v_3707_impact_code,b,-0.009783999413676057
MappedCodeTransform,deviation_code,v_3707,v_3707_deviation_code,a,1.5532363900723296
MappedCodeTransform,deviation_code,v_3707,v_3707_deviation_code,b,1.318213240832492
MappedCodeTransform,prevalence_code,v_3707,v_3707_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_3707,v_3707_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_3707,v_3707_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3707,v_3707_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1418,v_1418_impact_code,a,0.0003843559724949516
MappedCodeTransform,impact_code,v_1418,v_1418_impact_code,b,-0.00030715774829504134
MappedCodeTransform,deviation_code,v_1418,v_1418_deviation_code,a,1.3519138616419994
MappedCodeTransform,deviation_code,v_1418,v_1418_deviation_code,b,1.5165450198826838
MappedCodeTransform,prevalence_code,v_1418,v_1418_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_1418,v_1418_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_1418,v_1418_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1418,v_1418_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4630,v_4630_impact_code,a,-0.1445685628686775
MappedCodeTransform,impact_code,v_4630,v_4630_impact_code,b,0.18559832774304882
MappedCodeTransform,deviation_code,v_4630,v_4630_deviation_code,a,1.4743092581854853
MappedCodeTransform,deviation_code,v_4630,v_4630_deviation_code,b,1.352230829333961
MappedCodeTransform,prevalence_code,v_4630,v_4630_prevalence_code,a,0.57
MappedCodeTransform,prevalence_code,v_4630,v_4630_prevalence_code,b,0.43
IndicatorCodeTransform,indicator_code,v_4630,v_4630_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4630,v_4630_lev_b,b,1.0
MappedCodeTransform,impact_code,v_785,v_785_impact_code,a,0.09493337648720412
MappedCodeTransform,impact_code,v_785,v_785_impact_code,b,-0.09704663138397206
MappedCodeTransform,deviation_code,v_785,v_785_deviation_code,a,1.4898444077046518
MappedCodeTransform,deviation_code,v_785,v_785_deviation_code,b,1.3760608115925244
MappedCodeTransform,prevalence_code,v_785,v_785_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_785,v_785_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_785,v_785_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_785,v_785_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2803,v_2803_impact_code,a,0.048867665293089835
MappedCodeTransform,impact_code,v_2803,v_2803_impact_code,b,-0.05368529621947681
MappedCodeTransform,deviation_code,v_2803,v_2803_deviation_code,a,1.4524456355590325
MappedCodeTransform,deviation_code,v_2803,v_2803_deviation_code,b,1.41732197914984
MappedCodeTransform,prevalence_code,v_2803,v_2803_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_2803,v_2803_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_2803,v_2803_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2803,v_2803_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2909,v_2909_impact_code,a,0.0002524331657788653
MappedCodeTransform,impact_code,v_2909,v_2909_impact_code,b,-0.00016490693258316264
MappedCodeTransform,deviation_code,v_2909,v_2909_deviation_code,a,1.2435271933442649
MappedCodeTransform,deviation_code,v_2909,v_2909_deviation_code,b,1.5450598019777548
MappedCodeTransform,prevalence_code,v_2909,v_2909_prevalence_code,a,0.37
MappedCodeTransform,prevalence_code,v_2909,v_2909_prevalence_code,b,0.63
IndicatorCodeTransform,indicator_code,v_2909,v_2909_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2909,v_2909_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2415,v_2415_impact_code,a,-0.24778221807601822
MappedCodeTransform,impact_code,v_2415,v_2415_impact_code,b,0.2004332487178779
MappedCodeTransform,deviation_code,v_2415,v_2415_deviation_code,a,1.1848921076598837
MappedCodeTransform,deviation_code,v_2415,v_2415_deviation_code,b,1.5892112201551356
MappedCodeTransform,prevalence_code,v_2415,v_2415_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_2415,v_2415_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_2415,v_2415_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2415,v_2415_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2468,v_2468_impact_code,a,-6.910079345712368e-05
MappedCodeTransform,impact_code,v_2468,v_2468_impact_code,b,6.956092634563408e-05
MappedCodeTransform,deviation_code,v_2468,v_2468_deviation_code,a,1.4440042098948653
MappedCodeTransform,deviation_code,v_2468,v_2468_deviation_code,b,1.439208685355732
MappedCodeTransform,prevalence_code,v_2468,v_2468_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_2468,v_2468_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_2468,v_2468_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2468,v_2468_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1963,v_1963_impact_code,a,0.011482145073067527
MappedCodeTransform,impact_code,v_1963,v_1963_impact_code,b,-0.012169637866666961
MappedCodeTransform,deviation_code,v_1963,v_1963_deviation_code,a,1.4655362190185264
MappedCodeTransform,deviation_code,v_1963,v_1963_deviation_code,b,1.4143475013161761
MappedCodeTransform,prevalence_code,v_1963,v_1963_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_1963,v_1963_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_1963,v_1963_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1963,v_1963_lev_a,a,1.0
MappedCodeTransform,impact_code,v_177,v_177_impact_code,a,0.016922108917842352
